epoch,accuracy,loss,val_accuracy,val_loss
70,0.837223,0.39953566820040826,0.7869738936424255,0.5369234318638476
71,0.83922166,0.39549332887615785,0.7865036725997925,0.5352119215300525
72,0.8376933,0.3987976890603713,0.7865036725997925,0.5408941235103356
73,0.83816355,0.3960637116560432,0.7895603179931641,0.5358071741554952
74,0.84022105,0.3938115873802669,0.7886198163032532,0.5357545704217117
75,0.8395744,0.39437145765941545,0.7872090339660645,0.5390125235024548
76,0.8405737,0.3904427722228715,0.7855631113052368,0.545582869705693
77,0.8415143,0.3911007508687203,0.7853280305862427,0.544893127461195
78,0.8399859,0.3929542604875231,0.7848577499389648,0.5422109521166902
79,0.8399859,0.38823434635169024,0.7872090339660645,0.5403902680557698
80,0.838869,0.38752270330022404,0.7865036725997925,0.5406468583574414
81,0.841867,0.3868969767474601,0.7881495356559753,0.540681424111219
82,0.8428076,0.38505263798703987,0.7874441742897034,0.5410203055132425
83,0.83804595,0.39238409550583386,0.7869738936424255,0.5407784163475373
84,0.84257245,0.38375488744407976,0.7883846759796143,0.5409698357392613
85,0.8452178,0.38363539984242906,0.7867387533187866,0.5416400684151065
86,0.84404206,0.37888662153454755,0.7862685322761536,0.5414109815086389
87,0.84257245,0.3862342620665389,0.7886198163032532,0.5422517079592816
88,0.8445124,0.3865746892018543,0.7879143953323364,0.5430501748078743
89,0.8401623,0.38656579198138463,0.7881495356559753,0.5415412771710222
90,0.8464523,0.3808626791824845,0.7881495356559753,0.541439503466357
91,0.8485098,0.38070735152972646,0.7888548970222473,0.5418075653992623
92,0.8444536,0.381573750164611,0.7879143953323364,0.5425896114765435
93,0.843513,0.38387489587946283,0.7883846759796143,0.5425756411596716
94,0.8436894,0.384081732390398,0.7881495356559753,0.5420592120331146
95,0.84798074,0.38318540209584695,0.7874441742897034,0.5421516701120112
96,0.843513,0.38444128648663356,0.7881495356559753,0.5413929636818141
97,0.84269005,0.3839281805765831,0.7881495356559753,0.5420542016762048
98,0.8469226,0.3799308272193933,0.7876793146133423,0.5420269252355312
99,0.8439833,0.3832514641169104,0.7874441742897034,0.5420374397373244
100,0.8432191,0.38194482368974697,0.7888548970222473,0.5419082521004814
101,0.8457469,0.38038135273215085,0.7888548970222473,0.5418717480325261
102,0.8469226,0.37905995998984676,0.7890900373458862,0.5421675939910865
103,0.84022105,0.3847673288357895,0.7888548970222473,0.5419761539416512
104,0.8432191,0.3866596999454173,0.7890900373458862,0.5414174304074634
105,0.84533536,0.3841373643221787,0.7893251776695251,0.54173341238608
106,0.84216094,0.3844971382970442,0.7883846759796143,0.541227432382603
107,0.84545296,0.3820651400801254,0.7888548970222473,0.5423432874547827
108,0.8432191,0.38349890029869776,0.7876793146133423,0.5427829071812817
109,0.8420434,0.38042772687670695,0.7881495356559753,0.5416904666088566
110,0.8438069,0.38722004633116336,0.7883846759796143,0.5414186873465124
111,0.8439833,0.38405637330678427,0.7888548970222473,0.5412054650368142
112,0.84492385,0.38092710387769124,0.7881495356559753,0.541821698882623
113,0.8433955,0.3824356890819346,0.7879143953323364,0.5415958798747328
114,0.8456293,0.3836328686912969,0.7886198163032532,0.541978741193866
115,0.8415143,0.3833645284508742,0.7888548970222473,0.5422053642057683
116,0.84227854,0.3846673726015891,0.7886198163032532,0.5411499469189988
